# initial_tempo=120 bpm
# tempo_change_tick=0 bpm=120
# tempo_change_tick=0 bpm=115
# tempo_change_tick=24960 bpm=100
# tempo_change_tick=25760 bpm=110
# tempo_change_tick=26080 bpm=120
# tempo_change_tick=26240 bpm=140
# tempo_change_tick=27200 bpm=150
# tempo_change_tick=28560 bpm=160
# tempo_change_tick=31520 bpm=170
# tempo_change_tick=33600 bpm=80
# tempo_change_tick=33840 bpm=100
# tempo_change_tick=34560 bpm=110
# tempo_change_tick=36480 bpm=70
# tempo_change_tick=36960 bpm=130
# tempo_change_tick=37920 bpm=110
# tempo_change_tick=44760 bpm=110
# tempo_change_tick=45720 bpm=100
# tempo_change_tick=46200 bpm=97
# tempo_change_tick=46680 bpm=90
# tempo_change_tick=47160 bpm=100
# tempo_change_tick=47400 bpm=120
# tempo_change_tick=74520 bpm=110
# tempo_change_tick=75160 bpm=105
# tempo_change_tick=75960 bpm=100
# tempo_change_tick=76680 bpm=95
# tempo_change_tick=78840 bpm=47
# tempo_change_tick=79319 bpm=95
# tempo_change_tick=79320 bpm=100
# tempo_change_tick=79560 bpm=50
# tempo_change_tick=79619 bpm=100
# tempo_change_tick=81300 bpm=130
# tempo_change_tick=82320 bpm=125
# tempo_change_tick=83220 bpm=120
# tempo_change_tick=83820 bpm=115
# tempo_change_tick=85020 bpm=110
# tempo_change_tick=85320 bpm=100
# tempo_change_tick=85620 bpm=95
# tempo_change_tick=85860 bpm=77
# tempo_change_tick=86340 bpm=80
# tempo_change_tick=86820 bpm=120
# tempo_change_tick=87060 bpm=135
# tempo_change_tick=106980 bpm=150
# tempo_change_tick=109860 bpm=150
# tempo_change_tick=114180 bpm=100
# tempo_change_tick=114540 bpm=145
# tempo_change_tick=115500 bpm=140
# tempo_change_tick=116700 bpm=135
# tempo_change_tick=117420 bpm=129
# tempo_change_tick=118860 bpm=125
# tempo_change_tick=119940 bpm=80
# tempo_change_tick=120300 bpm=110
# tempo_change_tick=120420 bpm=130
# tempo_change_tick=123600 bpm=60
# tempo_change_tick=123720 bpm=80
# tempo_change_tick=123780 bpm=116
# tempo_change_tick=129060 bpm=125
# tempo_change_tick=136740 bpm=80
# tempo_change_tick=137460 bpm=70
# tempo_change_tick=138180 bpm=92
# tempo_change_tick=140580 bpm=46
# tempo_change_tick=140699 bpm=92
# tempo_change_tick=140700 bpm=46
# tempo_change_tick=140819 bpm=92
# tempo_change_tick=146100 bpm=80
# tempo_change_tick=147540 bpm=50
# tempo_change_tick=148020 bpm=90
