# initial_tempo=120 bpm
# tempo_change_tick=0 bpm=120
# tempo_change_tick=0 bpm=120
# tempo_change_tick=0 bpm=120
# tempo_change_tick=7680 bpm=100
# tempo_change_tick=71040 bpm=100
# tempo_change_tick=71070 bpm=104
# tempo_change_tick=71118 bpm=104
# tempo_change_tick=71166 bpm=104
# tempo_change_tick=71214 bpm=105
# tempo_change_tick=71262 bpm=105
# tempo_change_tick=71310 bpm=105
# tempo_change_tick=71358 bpm=106
# tempo_change_tick=71406 bpm=106
# tempo_change_tick=71454 bpm=106
# tempo_change_tick=71502 bpm=106
# tempo_change_tick=71550 bpm=107
# tempo_change_tick=71598 bpm=107
# tempo_change_tick=71646 bpm=107
# tempo_change_tick=71694 bpm=108
# tempo_change_tick=71742 bpm=108
# tempo_change_tick=71790 bpm=108
# tempo_change_tick=71838 bpm=108
# tempo_change_tick=71886 bpm=109
# tempo_change_tick=71934 bpm=109
# tempo_change_tick=71982 bpm=109
# tempo_change_tick=72030 bpm=110
# tempo_change_tick=72078 bpm=110
# tempo_change_tick=72126 bpm=110
# tempo_change_tick=72174 bpm=111
# tempo_change_tick=72222 bpm=111
# tempo_change_tick=72270 bpm=111
# tempo_change_tick=72318 bpm=111
# tempo_change_tick=72366 bpm=112
# tempo_change_tick=72414 bpm=112
# tempo_change_tick=72462 bpm=112
# tempo_change_tick=72510 bpm=113
# tempo_change_tick=72558 bpm=113
# tempo_change_tick=72606 bpm=113
# tempo_change_tick=72654 bpm=114
# tempo_change_tick=72702 bpm=114
# tempo_change_tick=72750 bpm=114
# tempo_change_tick=72798 bpm=114
# tempo_change_tick=72846 bpm=115
# tempo_change_tick=72894 bpm=115
# tempo_change_tick=72942 bpm=115
# tempo_change_tick=72990 bpm=116
# tempo_change_tick=73038 bpm=116
# tempo_change_tick=73086 bpm=116
# tempo_change_tick=73134 bpm=116
# tempo_change_tick=73182 bpm=117
# tempo_change_tick=73230 bpm=117
# tempo_change_tick=73278 bpm=117
# tempo_change_tick=73326 bpm=118
# tempo_change_tick=73374 bpm=118
# tempo_change_tick=73422 bpm=118
# tempo_change_tick=73470 bpm=119
# tempo_change_tick=73518 bpm=119
# tempo_change_tick=73566 bpm=119
# tempo_change_tick=73614 bpm=119
# tempo_change_tick=73662 bpm=120
# tempo_change_tick=73710 bpm=120
# tempo_change_tick=73758 bpm=120
# tempo_change_tick=73806 bpm=121
# tempo_change_tick=73854 bpm=121
# tempo_change_tick=73902 bpm=121
# tempo_change_tick=73950 bpm=121
# tempo_change_tick=73998 bpm=122
# tempo_change_tick=74046 bpm=122
# tempo_change_tick=74094 bpm=122
# tempo_change_tick=74142 bpm=123
# tempo_change_tick=74190 bpm=123
# tempo_change_tick=74238 bpm=123
# tempo_change_tick=74286 bpm=124
# tempo_change_tick=74334 bpm=124
# tempo_change_tick=74382 bpm=124
# tempo_change_tick=74430 bpm=124
# tempo_change_tick=74478 bpm=125
# tempo_change_tick=74526 bpm=125
# tempo_change_tick=74574 bpm=125
# tempo_change_tick=74622 bpm=126
# tempo_change_tick=74670 bpm=126
# tempo_change_tick=74718 bpm=126
# tempo_change_tick=74766 bpm=127
# tempo_change_tick=74814 bpm=127
# tempo_change_tick=74862 bpm=127
# tempo_change_tick=74910 bpm=127
# tempo_change_tick=74958 bpm=128
# tempo_change_tick=75006 bpm=128
# tempo_change_tick=75054 bpm=128
# tempo_change_tick=75102 bpm=129
# tempo_change_tick=75150 bpm=129
# tempo_change_tick=75198 bpm=129
# tempo_change_tick=75246 bpm=129
# tempo_change_tick=75294 bpm=130
# tempo_change_tick=75342 bpm=130
# tempo_change_tick=75390 bpm=130
# tempo_change_tick=75438 bpm=131
# tempo_change_tick=75486 bpm=131
# tempo_change_tick=75534 bpm=131
# tempo_change_tick=75582 bpm=132
# tempo_change_tick=75630 bpm=132
# tempo_change_tick=75678 bpm=132
# tempo_change_tick=75726 bpm=132
# tempo_change_tick=75774 bpm=133
# tempo_change_tick=75822 bpm=133
# tempo_change_tick=75870 bpm=133
# tempo_change_tick=75918 bpm=134
# tempo_change_tick=75966 bpm=134
# tempo_change_tick=76014 bpm=134
# tempo_change_tick=76062 bpm=134
# tempo_change_tick=76110 bpm=135
# tempo_change_tick=76158 bpm=135
# tempo_change_tick=76206 bpm=135
# tempo_change_tick=76254 bpm=136
# tempo_change_tick=76302 bpm=136
# tempo_change_tick=76350 bpm=136
# tempo_change_tick=76398 bpm=137
# tempo_change_tick=76446 bpm=137
# tempo_change_tick=76494 bpm=137
# tempo_change_tick=76542 bpm=137
# tempo_change_tick=76590 bpm=138
# tempo_change_tick=76638 bpm=138
# tempo_change_tick=76686 bpm=138
# tempo_change_tick=76734 bpm=139
# tempo_change_tick=76770 bpm=139
# tempo_change_tick=76800 bpm=140
# tempo_change_tick=264680 bpm=141
# tempo_change_tick=264728 bpm=142
# tempo_change_tick=264776 bpm=142
# tempo_change_tick=264824 bpm=143
# tempo_change_tick=264872 bpm=143
# tempo_change_tick=264920 bpm=143
# tempo_change_tick=264930 bpm=144
# tempo_change_tick=264970 bpm=144
# tempo_change_tick=265018 bpm=144
# tempo_change_tick=265066 bpm=144
# tempo_change_tick=265114 bpm=144
# tempo_change_tick=265162 bpm=144
# tempo_change_tick=265210 bpm=144
# tempo_change_tick=265258 bpm=144
# tempo_change_tick=265306 bpm=144
# tempo_change_tick=265354 bpm=144
# tempo_change_tick=265402 bpm=144
# tempo_change_tick=265450 bpm=144
# tempo_change_tick=265498 bpm=144
# tempo_change_tick=265546 bpm=145
# tempo_change_tick=265594 bpm=145
# tempo_change_tick=265642 bpm=145
# tempo_change_tick=265690 bpm=145
# tempo_change_tick=265738 bpm=145
# tempo_change_tick=265786 bpm=145
# tempo_change_tick=265834 bpm=145
# tempo_change_tick=265882 bpm=145
# tempo_change_tick=265930 bpm=145
# tempo_change_tick=265978 bpm=145
# tempo_change_tick=266026 bpm=145
# tempo_change_tick=266074 bpm=145
# tempo_change_tick=266122 bpm=145
# tempo_change_tick=266170 bpm=146
# tempo_change_tick=266218 bpm=146
# tempo_change_tick=266266 bpm=146
# tempo_change_tick=266314 bpm=146
# tempo_change_tick=266362 bpm=146
# tempo_change_tick=266410 bpm=146
# tempo_change_tick=266458 bpm=146
# tempo_change_tick=266506 bpm=146
# tempo_change_tick=266554 bpm=146
# tempo_change_tick=266602 bpm=146
# tempo_change_tick=266650 bpm=146
# tempo_change_tick=266698 bpm=146
# tempo_change_tick=266746 bpm=146
# tempo_change_tick=266794 bpm=147
# tempo_change_tick=266842 bpm=147
# tempo_change_tick=266890 bpm=147
# tempo_change_tick=266938 bpm=147
# tempo_change_tick=266986 bpm=147
# tempo_change_tick=267034 bpm=147
# tempo_change_tick=267082 bpm=147
# tempo_change_tick=267130 bpm=147
# tempo_change_tick=267178 bpm=147
