# initial_tempo=120 bpm
# tempo_change_tick=8717 bpm=159
# tempo_change_tick=8724 bpm=159
# tempo_change_tick=8731 bpm=159
# tempo_change_tick=8738 bpm=159
# tempo_change_tick=8745 bpm=159
# tempo_change_tick=8752 bpm=159
# tempo_change_tick=8759 bpm=159
# tempo_change_tick=8765 bpm=159
# tempo_change_tick=8772 bpm=159
# tempo_change_tick=8779 bpm=159
# tempo_change_tick=8785 bpm=159
# tempo_change_tick=8792 bpm=159
# tempo_change_tick=8798 bpm=159
# tempo_change_tick=8805 bpm=159
# tempo_change_tick=8811 bpm=159
# tempo_change_tick=8818 bpm=159
# tempo_change_tick=8824 bpm=159
# tempo_change_tick=8830 bpm=159
# tempo_change_tick=8836 bpm=159
# tempo_change_tick=8842 bpm=159
# tempo_change_tick=8848 bpm=159
# tempo_change_tick=8854 bpm=159
# tempo_change_tick=8860 bpm=159
# tempo_change_tick=8866 bpm=159
# tempo_change_tick=8872 bpm=159
# tempo_change_tick=8878 bpm=159
# tempo_change_tick=8884 bpm=159
# tempo_change_tick=8890 bpm=159
# tempo_change_tick=8895 bpm=159
# tempo_change_tick=8901 bpm=159
# tempo_change_tick=8907 bpm=159
# tempo_change_tick=8912 bpm=159
# tempo_change_tick=8918 bpm=159
# tempo_change_tick=8923 bpm=159
# tempo_change_tick=8929 bpm=159
# tempo_change_tick=8934 bpm=159
# tempo_change_tick=8940 bpm=159
# tempo_change_tick=8945 bpm=159
# tempo_change_tick=8950 bpm=159
# tempo_change_tick=8956 bpm=159
# tempo_change_tick=8961 bpm=159
# tempo_change_tick=8966 bpm=159
# tempo_change_tick=8971 bpm=159
# tempo_change_tick=8977 bpm=159
# tempo_change_tick=8982 bpm=159
# tempo_change_tick=8987 bpm=159
# tempo_change_tick=8992 bpm=159
# tempo_change_tick=8997 bpm=159
# tempo_change_tick=9002 bpm=159
# tempo_change_tick=9007 bpm=159
# tempo_change_tick=9012 bpm=159
# tempo_change_tick=9017 bpm=159
# tempo_change_tick=9022 bpm=159
# tempo_change_tick=9026 bpm=159
# tempo_change_tick=9031 bpm=159
# tempo_change_tick=9036 bpm=159
# tempo_change_tick=9041 bpm=159
# tempo_change_tick=9045 bpm=159
# tempo_change_tick=9050 bpm=159
# tempo_change_tick=9055 bpm=159
# tempo_change_tick=9059 bpm=159
# tempo_change_tick=9064 bpm=159
# tempo_change_tick=9069 bpm=159
# tempo_change_tick=9073 bpm=159
# tempo_change_tick=9078 bpm=159
# tempo_change_tick=9082 bpm=159
# tempo_change_tick=9087 bpm=159
# tempo_change_tick=9091 bpm=159
# tempo_change_tick=9095 bpm=159
# tempo_change_tick=9100 bpm=159
# tempo_change_tick=9104 bpm=159
# tempo_change_tick=9109 bpm=159
# tempo_change_tick=9113 bpm=159
# tempo_change_tick=9117 bpm=159
# tempo_change_tick=9121 bpm=159
# tempo_change_tick=9126 bpm=159
# tempo_change_tick=9130 bpm=159
# tempo_change_tick=9134 bpm=159
# tempo_change_tick=9138 bpm=159
# tempo_change_tick=9143 bpm=159
# tempo_change_tick=9147 bpm=159
# tempo_change_tick=9151 bpm=159
# tempo_change_tick=9155 bpm=159
# tempo_change_tick=9159 bpm=158
# tempo_change_tick=9163 bpm=158
# tempo_change_tick=9167 bpm=158
# tempo_change_tick=9171 bpm=158
# tempo_change_tick=9175 bpm=158
# tempo_change_tick=9179 bpm=158
# tempo_change_tick=9183 bpm=158
# tempo_change_tick=9187 bpm=158
# tempo_change_tick=9191 bpm=158
# tempo_change_tick=9195 bpm=158
# tempo_change_tick=9199 bpm=158
# tempo_change_tick=9202 bpm=158
# tempo_change_tick=9206 bpm=158
# tempo_change_tick=9210 bpm=158
# tempo_change_tick=9214 bpm=158
# tempo_change_tick=9218 bpm=158
# tempo_change_tick=9221 bpm=158
# tempo_change_tick=9225 bpm=158
# tempo_change_tick=9229 bpm=158
# tempo_change_tick=9233 bpm=158
# tempo_change_tick=9236 bpm=158
# tempo_change_tick=9240 bpm=158
# tempo_change_tick=9244 bpm=158
# tempo_change_tick=9247 bpm=158
# tempo_change_tick=9251 bpm=158
# tempo_change_tick=9254 bpm=158
# tempo_change_tick=9258 bpm=158
# tempo_change_tick=9262 bpm=158
# tempo_change_tick=9265 bpm=158
# tempo_change_tick=9269 bpm=158
# tempo_change_tick=9272 bpm=158
# tempo_change_tick=9276 bpm=158
# tempo_change_tick=9279 bpm=158
# tempo_change_tick=9283 bpm=158
# tempo_change_tick=9286 bpm=158
# tempo_change_tick=9290 bpm=158
# tempo_change_tick=9293 bpm=158
# tempo_change_tick=9296 bpm=158
# tempo_change_tick=9300 bpm=158
# tempo_change_tick=9303 bpm=158
# tempo_change_tick=9307 bpm=158
# tempo_change_tick=9310 bpm=158
# tempo_change_tick=9313 bpm=158
# tempo_change_tick=9317 bpm=158
# tempo_change_tick=9320 bpm=158
# tempo_change_tick=9323 bpm=158
# tempo_change_tick=9326 bpm=158
# tempo_change_tick=9330 bpm=158
# tempo_change_tick=9333 bpm=158
# tempo_change_tick=9336 bpm=158
# tempo_change_tick=9339 bpm=158
# tempo_change_tick=9343 bpm=158
# tempo_change_tick=9346 bpm=158
# tempo_change_tick=9349 bpm=158
# tempo_change_tick=9352 bpm=158
# tempo_change_tick=9355 bpm=158
# tempo_change_tick=9359 bpm=158
# tempo_change_tick=9362 bpm=158
# tempo_change_tick=9365 bpm=158
# tempo_change_tick=9368 bpm=158
# tempo_change_tick=9371 bpm=158
# tempo_change_tick=9374 bpm=158
# tempo_change_tick=9377 bpm=158
# tempo_change_tick=9380 bpm=158
# tempo_change_tick=9383 bpm=158
# tempo_change_tick=9386 bpm=158
# tempo_change_tick=9389 bpm=158
# tempo_change_tick=9392 bpm=158
# tempo_change_tick=9395 bpm=158
# tempo_change_tick=9398 bpm=158
# tempo_change_tick=9401 bpm=158
# tempo_change_tick=9404 bpm=158
# tempo_change_tick=9407 bpm=158
# tempo_change_tick=9410 bpm=158
# tempo_change_tick=9413 bpm=158
# tempo_change_tick=9416 bpm=158
# tempo_change_tick=9419 bpm=158
# tempo_change_tick=9422 bpm=158
# tempo_change_tick=9425 bpm=158
# tempo_change_tick=9428 bpm=158
# tempo_change_tick=9431 bpm=158
# tempo_change_tick=9433 bpm=158
# tempo_change_tick=9436 bpm=158
# tempo_change_tick=9439 bpm=158
# tempo_change_tick=9442 bpm=158
# tempo_change_tick=9445 bpm=158
# tempo_change_tick=9448 bpm=158
# tempo_change_tick=9450 bpm=158
# tempo_change_tick=9453 bpm=158
# tempo_change_tick=9456 bpm=158
# tempo_change_tick=9459 bpm=158
# tempo_change_tick=9462 bpm=158
# tempo_change_tick=9464 bpm=158
# tempo_change_tick=9467 bpm=158
# tempo_change_tick=9470 bpm=158
# tempo_change_tick=9472 bpm=158
# tempo_change_tick=9475 bpm=158
# tempo_change_tick=9478 bpm=158
# tempo_change_tick=9481 bpm=158
# tempo_change_tick=9483 bpm=158
# tempo_change_tick=9486 bpm=158
# tempo_change_tick=9489 bpm=158
# tempo_change_tick=9491 bpm=158
# tempo_change_tick=9494 bpm=158
# tempo_change_tick=9497 bpm=158
# tempo_change_tick=9499 bpm=158
# tempo_change_tick=9502 bpm=158
# tempo_change_tick=9504 bpm=158
# tempo_change_tick=9507 bpm=158
# tempo_change_tick=9510 bpm=158
# tempo_change_tick=9512 bpm=158
# tempo_change_tick=9515 bpm=158
# tempo_change_tick=9517 bpm=158
# tempo_change_tick=9520 bpm=158
# tempo_change_tick=9522 bpm=158
# tempo_change_tick=9525 bpm=158
# tempo_change_tick=9528 bpm=158
# tempo_change_tick=9530 bpm=158
# tempo_change_tick=9533 bpm=158
# tempo_change_tick=9535 bpm=158
# tempo_change_tick=9538 bpm=158
# tempo_change_tick=9540 bpm=158
# tempo_change_tick=9543 bpm=158
# tempo_change_tick=9545 bpm=158
# tempo_change_tick=9547 bpm=158
# tempo_change_tick=9550 bpm=158
# tempo_change_tick=9552 bpm=158
# tempo_change_tick=9555 bpm=158
# tempo_change_tick=9557 bpm=158
# tempo_change_tick=9560 bpm=157
# tempo_change_tick=9562 bpm=157
# tempo_change_tick=9565 bpm=157
# tempo_change_tick=9567 bpm=157
# tempo_change_tick=9569 bpm=157
# tempo_change_tick=9572 bpm=157
# tempo_change_tick=9574 bpm=157
# tempo_change_tick=9577 bpm=157
# tempo_change_tick=9579 bpm=157
# tempo_change_tick=9581 bpm=157
# tempo_change_tick=9584 bpm=157
# tempo_change_tick=9586 bpm=157
# tempo_change_tick=9588 bpm=157
# tempo_change_tick=9591 bpm=157
# tempo_change_tick=9593 bpm=157
# tempo_change_tick=9595 bpm=157
# tempo_change_tick=9598 bpm=157
# tempo_change_tick=9600 bpm=157
# tempo_change_tick=9602 bpm=157
# tempo_change_tick=9605 bpm=157
# tempo_change_tick=9607 bpm=157
# tempo_change_tick=9609 bpm=157
# tempo_change_tick=9611 bpm=157
# tempo_change_tick=9614 bpm=157
# tempo_change_tick=9616 bpm=157
# tempo_change_tick=9618 bpm=157
# tempo_change_tick=9620 bpm=157
# tempo_change_tick=9623 bpm=157
# tempo_change_tick=9625 bpm=157
# tempo_change_tick=9627 bpm=157
# tempo_change_tick=9629 bpm=157
# tempo_change_tick=9632 bpm=157
# tempo_change_tick=9634 bpm=157
# tempo_change_tick=9636 bpm=157
# tempo_change_tick=9638 bpm=157
# tempo_change_tick=9640 bpm=157
# tempo_change_tick=9643 bpm=157
# tempo_change_tick=9645 bpm=157
# tempo_change_tick=9647 bpm=157
# tempo_change_tick=9649 bpm=157
# tempo_change_tick=9651 bpm=157
# tempo_change_tick=9653 bpm=157
# tempo_change_tick=9656 bpm=157
# tempo_change_tick=9658 bpm=157
# tempo_change_tick=9660 bpm=157
# tempo_change_tick=9662 bpm=157
# tempo_change_tick=9664 bpm=157
# tempo_change_tick=9666 bpm=157
# tempo_change_tick=9668 bpm=157
# tempo_change_tick=9670 bpm=157
# tempo_change_tick=9673 bpm=157
# tempo_change_tick=9675 bpm=157
# tempo_change_tick=9677 bpm=157
# tempo_change_tick=9679 bpm=157
# tempo_change_tick=9681 bpm=157
# tempo_change_tick=9683 bpm=157
# tempo_change_tick=9685 bpm=157
# tempo_change_tick=9687 bpm=157
# tempo_change_tick=9689 bpm=157
# tempo_change_tick=9691 bpm=157
# tempo_change_tick=9693 bpm=157
# tempo_change_tick=9695 bpm=157
# tempo_change_tick=9697 bpm=157
# tempo_change_tick=9699 bpm=157
# tempo_change_tick=9701 bpm=157
# tempo_change_tick=9703 bpm=157
# tempo_change_tick=9705 bpm=157
# tempo_change_tick=9707 bpm=157
# tempo_change_tick=9709 bpm=157
# tempo_change_tick=9711 bpm=157
# tempo_change_tick=9713 bpm=157
# tempo_change_tick=9715 bpm=157
# tempo_change_tick=9717 bpm=157
# tempo_change_tick=9719 bpm=157
# tempo_change_tick=9721 bpm=157
# tempo_change_tick=9723 bpm=157
# tempo_change_tick=9725 bpm=157
# tempo_change_tick=9727 bpm=157
# tempo_change_tick=9729 bpm=157
# tempo_change_tick=9731 bpm=157
# tempo_change_tick=9733 bpm=157
# tempo_change_tick=9735 bpm=157
# tempo_change_tick=9737 bpm=157
# tempo_change_tick=9739 bpm=157
# tempo_change_tick=9741 bpm=157
# tempo_change_tick=9743 bpm=157
# tempo_change_tick=9745 bpm=157
# tempo_change_tick=9747 bpm=157
# tempo_change_tick=9749 bpm=157
# tempo_change_tick=9750 bpm=157
# tempo_change_tick=9752 bpm=157
# tempo_change_tick=9754 bpm=157
# tempo_change_tick=9756 bpm=157
# tempo_change_tick=9758 bpm=157
# tempo_change_tick=9760 bpm=157
# tempo_change_tick=9762 bpm=157
# tempo_change_tick=9764 bpm=157
# tempo_change_tick=9765 bpm=157
# tempo_change_tick=9767 bpm=157
# tempo_change_tick=9769 bpm=157
# tempo_change_tick=9771 bpm=157
# tempo_change_tick=9773 bpm=157
# tempo_change_tick=9775 bpm=157
# tempo_change_tick=9777 bpm=157
# tempo_change_tick=9778 bpm=157
# tempo_change_tick=9780 bpm=157
# tempo_change_tick=9782 bpm=157
# tempo_change_tick=9784 bpm=157
# tempo_change_tick=9786 bpm=157
# tempo_change_tick=9788 bpm=157
# tempo_change_tick=9789 bpm=157
# tempo_change_tick=9791 bpm=157
# tempo_change_tick=9793 bpm=157
# tempo_change_tick=9795 bpm=157
# tempo_change_tick=9797 bpm=157
# tempo_change_tick=9798 bpm=157
# tempo_change_tick=9800 bpm=157
# tempo_change_tick=9802 bpm=157
# tempo_change_tick=9804 bpm=157
# tempo_change_tick=9805 bpm=157
# tempo_change_tick=9807 bpm=157
# tempo_change_tick=9809 bpm=157
# tempo_change_tick=9811 bpm=157
# tempo_change_tick=9813 bpm=157
# tempo_change_tick=9814 bpm=157
# tempo_change_tick=9816 bpm=157
# tempo_change_tick=9818 bpm=157
# tempo_change_tick=9820 bpm=156
# tempo_change_tick=9821 bpm=156
# tempo_change_tick=9823 bpm=156
# tempo_change_tick=9825 bpm=156
# tempo_change_tick=9826 bpm=156
# tempo_change_tick=9828 bpm=156
# tempo_change_tick=9830 bpm=156
# tempo_change_tick=9832 bpm=156
# tempo_change_tick=9833 bpm=156
# tempo_change_tick=9835 bpm=156
# tempo_change_tick=9837 bpm=156
# tempo_change_tick=9838 bpm=156
# tempo_change_tick=9840 bpm=156
# tempo_change_tick=9842 bpm=156
# tempo_change_tick=9843 bpm=156
# tempo_change_tick=9845 bpm=156
# tempo_change_tick=9847 bpm=156
# tempo_change_tick=9849 bpm=156
# tempo_change_tick=9850 bpm=156
# tempo_change_tick=9852 bpm=156
# tempo_change_tick=9854 bpm=156
# tempo_change_tick=9855 bpm=156
# tempo_change_tick=9857 bpm=156
# tempo_change_tick=9859 bpm=156
# tempo_change_tick=9860 bpm=156
# tempo_change_tick=9862 bpm=156
# tempo_change_tick=9863 bpm=156
# tempo_change_tick=9865 bpm=156
# tempo_change_tick=9867 bpm=156
# tempo_change_tick=9868 bpm=156
# tempo_change_tick=9870 bpm=156
# tempo_change_tick=9872 bpm=156
# tempo_change_tick=9873 bpm=156
# tempo_change_tick=9875 bpm=156
# tempo_change_tick=9876 bpm=156
# tempo_change_tick=9878 bpm=156
# tempo_change_tick=9880 bpm=156
# tempo_change_tick=9881 bpm=156
# tempo_change_tick=9883 bpm=156
# tempo_change_tick=9885 bpm=156
# tempo_change_tick=9886 bpm=156
# tempo_change_tick=9888 bpm=156
# tempo_change_tick=9889 bpm=156
# tempo_change_tick=9891 bpm=156
# tempo_change_tick=9892 bpm=156
# tempo_change_tick=9894 bpm=156
# tempo_change_tick=9896 bpm=156
# tempo_change_tick=9897 bpm=156
# tempo_change_tick=9899 bpm=156
# tempo_change_tick=9900 bpm=156
# tempo_change_tick=9902 bpm=156
# tempo_change_tick=9904 bpm=156
# tempo_change_tick=9905 bpm=156
# tempo_change_tick=9907 bpm=156
# tempo_change_tick=9908 bpm=156
# tempo_change_tick=9910 bpm=156
# tempo_change_tick=9911 bpm=156
# tempo_change_tick=9913 bpm=156
# tempo_change_tick=9914 bpm=156
# tempo_change_tick=9916 bpm=156
# tempo_change_tick=9917 bpm=156
# tempo_change_tick=9919 bpm=156
# tempo_change_tick=9920 bpm=156
# tempo_change_tick=9922 bpm=156
# tempo_change_tick=9924 bpm=156
# tempo_change_tick=9925 bpm=156
# tempo_change_tick=9927 bpm=156
# tempo_change_tick=9928 bpm=156
# tempo_change_tick=9930 bpm=156
# tempo_change_tick=9931 bpm=156
# tempo_change_tick=9933 bpm=156
# tempo_change_tick=9934 bpm=156
# tempo_change_tick=9936 bpm=156
# tempo_change_tick=9937 bpm=156
# tempo_change_tick=9939 bpm=156
# tempo_change_tick=9940 bpm=156
# tempo_change_tick=9942 bpm=156
# tempo_change_tick=9943 bpm=156
# tempo_change_tick=9945 bpm=156
# tempo_change_tick=9946 bpm=156
# tempo_change_tick=9948 bpm=156
# tempo_change_tick=9949 bpm=156
# tempo_change_tick=9950 bpm=156
# tempo_change_tick=9952 bpm=156
# tempo_change_tick=9953 bpm=156
# tempo_change_tick=9955 bpm=156
# tempo_change_tick=9956 bpm=156
# tempo_change_tick=9958 bpm=156
# tempo_change_tick=9959 bpm=156
# tempo_change_tick=9961 bpm=156
# tempo_change_tick=9962 bpm=156
# tempo_change_tick=9964 bpm=156
# tempo_change_tick=9965 bpm=156
# tempo_change_tick=9966 bpm=156
# tempo_change_tick=9968 bpm=156
# tempo_change_tick=9969 bpm=156
# tempo_change_tick=9971 bpm=156
# tempo_change_tick=9972 bpm=156
# tempo_change_tick=9974 bpm=156
# tempo_change_tick=9975 bpm=156
# tempo_change_tick=9976 bpm=156
# tempo_change_tick=9978 bpm=156
# tempo_change_tick=9979 bpm=156
# tempo_change_tick=9981 bpm=156
# tempo_change_tick=9982 bpm=156
# tempo_change_tick=9984 bpm=156
# tempo_change_tick=9985 bpm=156
# tempo_change_tick=9986 bpm=156
# tempo_change_tick=9988 bpm=156
# tempo_change_tick=9989 bpm=156
# tempo_change_tick=9991 bpm=156
# tempo_change_tick=9992 bpm=156
# tempo_change_tick=9993 bpm=156
# tempo_change_tick=9995 bpm=156
# tempo_change_tick=9996 bpm=156
# tempo_change_tick=9998 bpm=156
# tempo_change_tick=9999 bpm=156
# tempo_change_tick=10000 bpm=156
# tempo_change_tick=10002 bpm=156
# tempo_change_tick=10003 bpm=156
# tempo_change_tick=10004 bpm=156
# tempo_change_tick=10006 bpm=156
# tempo_change_tick=10007 bpm=156
# tempo_change_tick=10008 bpm=156
# tempo_change_tick=10010 bpm=156
# tempo_change_tick=10011 bpm=156
# tempo_change_tick=10013 bpm=156
# tempo_change_tick=10014 bpm=156
# tempo_change_tick=10015 bpm=156
# tempo_change_tick=10017 bpm=155
# tempo_change_tick=10018 bpm=155
# tempo_change_tick=10019 bpm=155
# tempo_change_tick=10021 bpm=155
# tempo_change_tick=10022 bpm=155
# tempo_change_tick=10023 bpm=155
# tempo_change_tick=10025 bpm=155
# tempo_change_tick=10026 bpm=155
# tempo_change_tick=10027 bpm=155
# tempo_change_tick=10029 bpm=155
# tempo_change_tick=10030 bpm=155
# tempo_change_tick=10031 bpm=155
# tempo_change_tick=10033 bpm=155
# tempo_change_tick=10034 bpm=155
# tempo_change_tick=10035 bpm=155
# tempo_change_tick=10037 bpm=155
# tempo_change_tick=10038 bpm=155
# tempo_change_tick=10039 bpm=155
# tempo_change_tick=10041 bpm=155
# tempo_change_tick=10042 bpm=155
# tempo_change_tick=10043 bpm=155
# tempo_change_tick=10044 bpm=155
# tempo_change_tick=10046 bpm=155
# tempo_change_tick=10047 bpm=155
# tempo_change_tick=10048 bpm=155
# tempo_change_tick=10050 bpm=155
# tempo_change_tick=10051 bpm=155
# tempo_change_tick=10052 bpm=155
# tempo_change_tick=10054 bpm=155
# tempo_change_tick=10055 bpm=155
# tempo_change_tick=10056 bpm=155
# tempo_change_tick=10057 bpm=155
# tempo_change_tick=10059 bpm=155
# tempo_change_tick=10060 bpm=155
# tempo_change_tick=10061 bpm=155
# tempo_change_tick=10063 bpm=155
# tempo_change_tick=10064 bpm=155
# tempo_change_tick=10065 bpm=155
# tempo_change_tick=10066 bpm=155
# tempo_change_tick=10068 bpm=155
# tempo_change_tick=10069 bpm=155
# tempo_change_tick=10070 bpm=155
# tempo_change_tick=10071 bpm=155
# tempo_change_tick=10073 bpm=155
# tempo_change_tick=10074 bpm=155
# tempo_change_tick=10075 bpm=155
# tempo_change_tick=10076 bpm=155
# tempo_change_tick=10078 bpm=155
# tempo_change_tick=10079 bpm=155
# tempo_change_tick=10080 bpm=155
# tempo_change_tick=10081 bpm=155
# tempo_change_tick=10083 bpm=155
# tempo_change_tick=10084 bpm=155
# tempo_change_tick=10085 bpm=155
# tempo_change_tick=10086 bpm=155
# tempo_change_tick=10088 bpm=155
# tempo_change_tick=10089 bpm=155
# tempo_change_tick=10090 bpm=155
# tempo_change_tick=10091 bpm=155
# tempo_change_tick=10092 bpm=155
# tempo_change_tick=10094 bpm=155
# tempo_change_tick=10095 bpm=155
# tempo_change_tick=10096 bpm=155
# tempo_change_tick=10097 bpm=155
# tempo_change_tick=10099 bpm=155
# tempo_change_tick=10100 bpm=155
# tempo_change_tick=10101 bpm=155
# tempo_change_tick=10102 bpm=155
# tempo_change_tick=10103 bpm=155
# tempo_change_tick=10105 bpm=155
# tempo_change_tick=10106 bpm=155
# tempo_change_tick=10107 bpm=155
# tempo_change_tick=10108 bpm=155
# tempo_change_tick=10109 bpm=155
# tempo_change_tick=10111 bpm=155
# tempo_change_tick=10112 bpm=155
# tempo_change_tick=10113 bpm=155
# tempo_change_tick=10114 bpm=155
# tempo_change_tick=10115 bpm=155
# tempo_change_tick=10117 bpm=155
# tempo_change_tick=10118 bpm=155
# tempo_change_tick=10119 bpm=155
# tempo_change_tick=10120 bpm=155
# tempo_change_tick=10121 bpm=155
# tempo_change_tick=10122 bpm=155
# tempo_change_tick=10124 bpm=155
# tempo_change_tick=10125 bpm=155
# tempo_change_tick=10126 bpm=155
# tempo_change_tick=10127 bpm=155
# tempo_change_tick=10128 bpm=155
# tempo_change_tick=10130 bpm=155
# tempo_change_tick=10131 bpm=155
# tempo_change_tick=10132 bpm=155
# tempo_change_tick=10133 bpm=155
# tempo_change_tick=10134 bpm=155
# tempo_change_tick=10135 bpm=155
# tempo_change_tick=10137 bpm=155
# tempo_change_tick=10138 bpm=155
# tempo_change_tick=10139 bpm=155
# tempo_change_tick=10140 bpm=155
# tempo_change_tick=10141 bpm=155
# tempo_change_tick=10142 bpm=155
# tempo_change_tick=10143 bpm=155
# tempo_change_tick=10145 bpm=155
# tempo_change_tick=10146 bpm=155
# tempo_change_tick=10147 bpm=155
# tempo_change_tick=10148 bpm=155
# tempo_change_tick=10149 bpm=155
# tempo_change_tick=10150 bpm=155
# tempo_change_tick=10151 bpm=155
# tempo_change_tick=10153 bpm=155
# tempo_change_tick=10154 bpm=155
# tempo_change_tick=10155 bpm=155
# tempo_change_tick=10156 bpm=155
# tempo_change_tick=10157 bpm=155
# tempo_change_tick=10158 bpm=155
# tempo_change_tick=10159 bpm=155
# tempo_change_tick=10160 bpm=155
# tempo_change_tick=10162 bpm=155
# tempo_change_tick=10163 bpm=155
# tempo_change_tick=10164 bpm=155
# tempo_change_tick=10165 bpm=155
# tempo_change_tick=10166 bpm=155
# tempo_change_tick=10167 bpm=155
# tempo_change_tick=10168 bpm=155
# tempo_change_tick=10169 bpm=155
# tempo_change_tick=10170 bpm=155
# tempo_change_tick=10172 bpm=154
# tempo_change_tick=10173 bpm=154
# tempo_change_tick=10174 bpm=154
# tempo_change_tick=10175 bpm=154
# tempo_change_tick=10176 bpm=154
# tempo_change_tick=10177 bpm=154
# tempo_change_tick=10178 bpm=154
# tempo_change_tick=10179 bpm=154
# tempo_change_tick=10180 bpm=154
# tempo_change_tick=10181 bpm=154
# tempo_change_tick=10183 bpm=154
# tempo_change_tick=10184 bpm=154
# tempo_change_tick=10185 bpm=154
# tempo_change_tick=10186 bpm=154
# tempo_change_tick=10187 bpm=154
# tempo_change_tick=10188 bpm=154
# tempo_change_tick=10189 bpm=154
# tempo_change_tick=10190 bpm=154
# tempo_change_tick=10191 bpm=154
# tempo_change_tick=10192 bpm=154
# tempo_change_tick=10193 bpm=154
# tempo_change_tick=10194 bpm=154
# tempo_change_tick=10196 bpm=154
# tempo_change_tick=10197 bpm=154
# tempo_change_tick=10198 bpm=154
# tempo_change_tick=10199 bpm=154
# tempo_change_tick=10200 bpm=154
